4. FACILITY NAME,12. LATITUDE,13. LONGITUDE,116. PRODUCTION WSTE (8.1-8.7)
CHEMLAND (DBA DELAVAL MANUFACTURING),37.48045,-120.86727,0.0
ECO SERVICES OPERATIONS CORP,33.843333,-118.232844,105418.59
GALLADE CHEMICAL INC,33.719127,-117.856675,2.0
TECHMER PM LLC,33.86342,-118.21956,0.0
VALLEY SYNCOM CIRCUITS INC.,34.432815,-118.567822,255.0
PACIRA PHARMACEUTICALS INC,32.89513,-117.23074,29717.0
U.S. NAVAL BASE SAN DIEGO,32.57243,-117.06889,5687.9
LGC BIOSEARCH TECHNOLOGIES INC.,38.071357,-122.531159,15390.0
HOGAN MANUFACTURING INC LIFT-U DIV,37.79562,-120.9927,38070.990000000005
PHENOMENEX NO 8,33.844095,-118.324661,139642.44
CEMEX IRVINE PLANT,33.69546,-117.81975,0.0
PARKER HANNIFIN CORP EMN  NA,38.35671,-122.72239,0.0
HARBOR ELECTRONICS INC.,37.37695,-121.95666,33563.21
CRYSTAL CREAMERY INC. DBA HUMBOLDT CREAMERY,40.615556,-124.2025,201740.0
GENLABS,34.004557,-117.683286,0.0
ELDORADO NATIONAL,34.00452,-117.4917,0.0
PRECISION AEROSPACE CORP,34.09458,-117.563,27328.0
LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-CA,39.14128,-122.13503,244611.0
CUSTOM CHEMICAL FORMULATORS INC,33.963802,-118.080079,12.0
U.S. DOE LAWRENCE LIVERMORE NATIONAL LABORATORY,37.6798,-121.71734,3.8
TAFT MANUFACTURING LLC,35.1444,-119.237778,196.97
THOUSAND PALMS PLANT 26,33.81305,-116.39855,16.605689
POMONA PLANT 5,34.05756,-117.79417,86.863606
US DOD USAF VANDENBERG AFB,34.73249,-120.57044,1635.3
NAPA QUARRY,38.27009,-122.27199,22.27871
ROYAL CHEMICAL CO,37.64764,-122.12787,7098.14
CEMEX HOLLYWOOD PLANT,34.08914,-118.34409,0.0
TRICHROMATIC WEST,33.988259,-118.154302,2999.69
AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,38.047952,-122.256895,14052.0
MILES CHEMICAL CO,33.85187,-117.97923,1793.0
WESTPAC MATERIALS,33.82289,-117.85555,28.76
COLLINS PINE CO CHESTER SAWMILL,40.30113,-121.23608,28.584495
JOHNSON LAMINATING & COATING INC.,33.84284,-118.253639,8867.0
TROPICANA PRODUCTS INC,34.037692,-117.975311,174236.0
NATIONAL READY MIX CONCRETE CO.,34.013974,-118.224531,52.4
CLAYTON PERRIS,33.82952,-117.22607,0.0
UNIVAR SOLUTIONS USA INC,33.95044,-118.06118,6.7
STATEK CORP,33.7955,-117.8672,1156.48
SMARK CO,33.95562,-118.19616,5.0
TESORO MARINE TERMINAL 3,33.773273,-118.212077,0.0
FORTERRA PIPE & PRECAST - RIVERSIDE,33.738795,-117.160983,0.0
CMC MATERIALS INC.,36.89171,-121.39719,7592.0
TELEDYNE BATTERY PRODUCTS,34.06649,-117.19391,509367.791335
REED & GRAHAM INC,37.31894,-121.9057,0.067
BJB ENTERPRISES INC,33.71458,-117.81104,0.0161
PRESTONE PRODUCTS CORP,33.85376,-118.35059,1877.0
WM BOLTHOUSE FARMS INC,35.354236,-118.940003,707145.0
CEMEX CONCORD,38.0055,-122.04754,0.0
GEORGIA-PACIFIC GYPSUM LLC,38.0134,-121.79162,932.8965
R & D FASTENERS,34.095524,-117.598968,33000.0
NXEDGE SAN CARLOS,37.50475,-122.25266,0.28
PROCTER & GAMBLE MFG. CO.,38.527079,-121.401445,2812960.31
SIERRA PACIFIC INDUSTRIES LINCOLN DIV,38.9032,-121.3098,22180.28
ELECTRASEM LLC,33.89055,-117.59733,0.0
ROBERTSON'S READY MIX CARROLL CANYON PLANT 32,32.90032,-117.12363,15.492643
KERR DENTAL MATERIALS CENTER,33.80244,-117.87104,58347.0
LIFOAM INDUSTRIES LLC,33.73461,-118.03362,0.0
REX CREAMERY,34.00685,-118.14922,12040.82
ROBERTSONS SAN JACINTO PLANT,33.771412,-116.970683,19.78321
TROJAN BATTERY CO. LLC,33.93896,-118.06872,358280.483
AOCUSA,33.97107,-118.11327,0.0
AOCUSA,34.01078,-118.1907,0.02
AOCUSA,33.98918,-118.20593,0.02
QUIDEL INC,32.89748,-117.1729,32515.2
WESTERN DIGITAL TECHNOLOGIES - FREMONT,37.51248,-121.94155,390116.2
BEHR PROCESS CORP - ALTON,33.70368,-117.8904,0.0
AGC MULTI MATERIAL AMERICA INC.,33.862701,-117.908295,97918.0
NOR-CAL BEVERAGE CO INC.,33.85106,-117.91375,53358.0
VALLEY PLATING WORKS INC,33.99672,-118.15199,3187.011
MB SPORTS,37.336128,-120.602085,8306.0
CEMEX CONSTRUCTION MATERIALS PERKINS RM TEICHERT,38.542626,-121.38293,0.0
MENDOCINO FOREST PRODUCTS CO. LLC,39.179628,-123.204416,646.19
JERSEYMAID MILK PRODUCTS VONS CO INC,33.98607,-118.15083,14744.0
THE NEWARK GROUP INC. DBA GREIF INC.,33.98214,-118.16271,8.221823
K F FIBERGLASS INC,33.939,-118.13574,11922.0
HILL BROTHERS CHEMICAL CO,34.01952,-117.97661,38.5
HILL BROTHERS CHEMICAL CO,37.382,-121.913889,15.64
SEMCO ENTERPRISES INC,34.01614,-117.9567,44108.202999999994
GKN AEROSPACE TRANSPARENCY SYSTEMS INC.,33.787198,-118.001526,47239.0
SPI SONORA DIV,37.96492,-120.31906,0.174217
RALPHS GROCERY CO-RIVERSIDE DISTRIBUTION,33.93122,-117.30513,15969.86
BRAXTON CARIBBEAN MFG CO INC,33.71593,-117.80732,24588.0
MITSUBISHI CHEMICAL CARBON FIBER & COMPOSITES INC.,38.51915,-121.37583,2584453.0
CHEMICALS INC,34.03738,-117.51016,1.0
KYOCERA INTERNATIONAL INC,32.82083,-117.14228,9841.46
CMC REBAR FRESNO,36.69961,-119.7732,0.0
WATKINS MANUFACTURING,33.14258,-117.23626,7551.26
US NAVY NAVAL AIR FACILITY EL CENTRO,32.780033,-115.54888,33009.0
BRASSTECH INC.,33.729081,-117.854037,17802.246
BRASSTECH INC.,33.70505,-117.86393,338575.04
HEXPOL CITY OF INDUSTRY,34.01622,-117.956195,327.0
SAFETY-KLEEN SYSTEMS INC,37.91934,-122.374694,0.475
HUGHES BROS AIRCRAFTERS INC,33.92819,-118.16963,4019.143
CONCRETE INC,37.94653,-121.29628,318.78
CONRAD WOOD PRESERVING CO,38.96539,-122.01286,0.0
CALSTONE SAN MARTIN-OLDCASTLE APG,37.09191,-121.61021,0.12789
LAIRD COATINGS CORP,33.73635,-118.03118,16.247
EXPRESS MANUFACTURING INC.,33.71391,-117.91686,849.5
QG PRINTING II LLC,37.31635,-120.50988,12846.0
STEWART FILMSCREEN CORP,33.81248,-118.29626,38482.898
MORGAN TRUCK BODY LLC  MCA,33.92485,-117.40658,0.0
ROCKVIEW DAIRIES INC,33.944173,-118.161462,33882.0
US BORAX INC.,33.75687,-118.26559,78851.75
THE JANKOVICH CO PARAMOUNT FIXED FACILITY,33.90574,-118.16889,0.0
INFINITI SOLUTIONS USA INC.,37.41257,-121.94964,90.024432
MEDICAL ILLUMINATIION INTL,34.28236,-118.43016,0.0
SHELL CHEMICAL LP - MARTINEZ CATALYST PLANT,38.025771,-122.11613,425959.83999999997
GOLDEN QUEEN MINING CO LLC,34.99646,-118.18322,6.57
RANTEC POWER SYSTEMS INC,35.31317,-120.8289,295.0
THERMALRITE,34.092424,-117.56533,0.0
ALEXIS OIL CO,33.88831,-117.60522,0.0
CEMEX LOS ANGELES PLANT,34.06621,-118.22276,0.0
ADELANTO PLANT 19,34.56105,-117.39785,58.002408
AERO CHROME PLATING,34.2134,-118.45204,0.0
NINTH AVE FOODS,34.02535,-117.97243,141407.0
NUPLA CORP LLC,34.24036,-118.39228,1805.0
PACIFIC GALVANIZING INC.,37.766158,-122.217597,558192.69
AMERICAN RENOLIT CORP LA,33.99084,-118.13381,255.0
PRODUCERS DAIRY FOODS INC,38.20392,-122.15593,32091.0
CALIFORNIA DAIRIES INC TURLOCK,37.49033,-120.88539,825611.0
VALLEY METALS LLC,32.93731,-117.04418,11863.0
FOSTER TURKEY PRODUCTS FTP-1,37.486389,-120.846111,160788.0
PRC COMPOSITES LLC,34.04748,-117.64165,500.0
REDMAN EQUIPMENT & MANUFACTURING CO,33.851743,-118.29924,105025.0
CAPTIVEAIRE SYSTEMS INC,40.503373,-122.303512,136794.0
CORONA PLANT 30,33.862155,-117.528283,65.233708
HELENA INDUSTRIES LLC,36.71889,-120.05155,5028.0
CEMEX INGLEWOOD PLANT,33.96623,-118.36397,0.0
SOUTHWEST CONCRETE PRODUCTS ONTARIO PLANT,34.05802,-117.68084,6.0
IMPERIAL WESTERN PRODUCTS INC,33.65771,-116.15811,31453.0
SIERRA PACIFIC INDUSTRIES QUINCY DIV,39.93909,-120.91127,29959.498000000003
WOODLAND PLANT,38.69241,-121.848462,0.06
NOVACAP INC,34.43157,-118.57383,252.0
GOLD BOND BUILDING PRODUCTS - LONG BEACH,33.780364,-118.217951,0.3
MESSER LLC,33.84718,-118.332562,8266.0
CALSTONE GILROY-OLDCASTLE APG,36.98579,-121.55085,0.12107
TELEDYNE INSTRUMENTS-ANALYTICAL INSTRUMENTS,34.00765,-117.93885,988.8
PIONEER AMERICAS LLC(DBA OLIN CHLOR ALKALI PRODUCTS SFS),33.957996,-118.075275,0.045
QUIKRETE - CITY OF INDUSTRY CA PLANT,34.04849,-117.993144,0.0
AB&I FOUNDRY,37.749819,-122.19389,70632.3
CEMEX TRACY,37.678668,-121.43442,0.0
SANTA FE SPRINGS PLANT 10,33.91977,-118.05813,15.958663
CIRCUIT SERVICES LLC,34.22824,-118.53957,16.18
VISION SYSTEMS INC.,32.848409,-116.953895,14523.0
SUMITOMO ELECTRIC INTERCONNECT PRODUCTS INC,33.144137,-117.182251,149910.0
AMERICAN HANDFORGE,34.09906,-117.38746,12606.0
SOUTHWESTERN WIRE INC,38.65073,-121.39599,304.5
SPRECKELS SUGAR CO INC.,32.9098,-115.5668,118230.0
HOLCIM SOLUTIONS & PRODUCTS US LLC,33.78446,-118.00582,6213.0
CATALINA PACIFIC CONCRETE CO EL SEGUNDO PLANT,33.91209,-118.3787,24.6
PAC FOUNDRIES-INDUSTRY,34.00765,-117.93885,1024.7
HOGAN MANUFACTURING INC,37.78266,-120.99629,135062.0
ROBERTSON'S READY MIX FONTANA PLANT 4,34.0628,-117.50471,86.098574
COURT GALVANIZING INC.,38.38948,-121.96672,142018.38
MAXAR SPACE LLC,37.42779,-122.10427,198.0
SORENSON ENGINEERING INC.,34.02287,-117.10518,2437.9
HUCK INTERNATIONAL INC,33.82014,-118.25893,44078.53
WESTLAKE ROYAL ROOFING - RIALTO,34.15935,-117.40462,941.0
VERSUM MATERIALS US LLC,33.11915,-117.28344,16799.0
KENT'S OIL SERVICE INC.,37.9649,-121.24728,1.83
POLYCOAT PRODUCTS,33.90558,-118.046637,2529.0
RIVERSIDE PLANT 1,34.0215,-117.39692,78.221247
AMETEK PROGRAMMABLE POWER,32.88927,-117.17827,560.189426
XERXES CORP,33.85922,-117.83853,160363.0
NET SHAPES INC,34.04269,-117.61424,28819.995
NET SHAPES INC,34.04123,-117.62476,21477.877
US DOE SLAC NATIONAL ACCELERATOR LABORATORY,37.42125,-122.20422,5579.7
PLZ CORP.,33.98292,-117.36131,0.0
HIXSON METAL FINISHING,33.6311,-117.93322,44110.71
FEDERAL BUREAU OF PRISONS FCI MENDOTA,36.720086,-120.396168,414.0
NEW LEAF BIOFUEL,32.695591,-117.139737,10254982.0
WESTLAKE ROYAL STONE LLC - NAPA,38.21154,-122.26193,711.516
MITSUBISHI CHEMICAL CARBON FIBER & COMPOSITES INC,33.69234,-117.84927,334.41
CALIFORNIA NATURAL COLOR,36.75749,-119.69923,29227.8
CIRCUIT SERVICES L.L.C DBA CAREER TECHNOLOGIES CHATSWORTH F,34.24375,-118.60246,1040.187
SHEPARD BROS. INC.,33.92705,-117.94174,0.0
PRECISION STAMPINGS SOLUTIONS INC. DBA SMALL PARTS INC.,33.92888,-116.98257,195054.0
PENTAIR WATER POOL & SPA,34.278942,-118.895165,0.0
GRANITE ROCK CO MONTEREY BRANCH BR341,36.61376,-121.84581,23.4184
KIK SOCAL INC,33.95675,-118.06648,1.0
DAIRY FARMERS OF AMERICA INC. VENTURA,34.32769,-119.29091,15408.5107
PFFJ LLC--CALIFORNIA DIV FEED MILL,35.991081,-119.478797,0.0
SAFEWAY MILK PLANT,37.72531,-122.19195,258621.0
SILVESTRI CALIFORNIA,33.965379,-118.242108,771.0
KDC ONE / COSMETIC LABORATORIES OF AMERICA INC,34.23457,-118.57493,2005.64
HANSON-LORAN CO INC,33.86318,-118.01619,0.0
PACIFIC STAR CHEMICAL LLC D.B.A. NORTHSTAR CHEMICAL,37.62339,-120.9111,16.625
GRANITE CONSTRUCTION CO - HIGHWAY 175,38.990889,-122.938083,374.0
HYDRITE CHEMICAL CO,36.34383,-119.37605,641.05
CEMEX OLD RIVER PLANT,35.25051,-119.10978,0.0
CALIFORNIA CASTING INC,37.92433,-122.35909,0.0
STERIGENICS US LLC LA 50TH,33.99624,-118.19096,312828.0
NUTRA BLEND LLC,36.94997,-120.08484,1202.2
LEX PRODUCTS WEST,34.24127,-118.39192,9506.0
STERIS INC,33.50094,-117.15961,166032.73
BURKE INDUSTRIES INC,37.30804,-121.85421,275.94
SIKA-SANTA FE SPRINGS,33.91718,-118.05953,0.0
ALPHA EMS,37.5036,-121.95685,0.0
SAN DIEGO GALVANIZING INC,32.68771,-117.11657,117.0
ASSOCIATED READY MIXED CONCRETE - SANTA MONICA,34.024911,-118.477464,42.72
CAES SYSTEMS LLC.,32.83792,-117.12532,0.0
PERDUE FOODS LLC - PETALUMA POULTRY PROCESSING PLANT,38.233873,-122.601481,93316.0
ROYAL CIRCUIT SOLUTIONS INC.,36.88236,-121.39058,26059.1
ENNIS-FLINT BAKERSFIELD,35.35691,-119.00358,2487.78
HOLLIDAY ROCK CO - IRWINDALE,34.115201,-118.000346,0.041
DUCOMMUN AEROSTRUCTURES INC ORANGE FACILITY,33.81879,-117.86204,266690.0
HOLLIDAY ROCK - SAN BERNARDINO FACILITY,34.12133,-117.4184,0.05
CEMEX LEMOORE PLANT,36.28244,-119.79893,0.0
CONSTELLATION BRANDS US OPS INC  (DBA MISSION BELL WINERY),36.931224,-120.103919,0.0
HOOD MANUFACTURING INC,33.71155,-117.87123,11516.0
CONTINENTAL HEAT TREATING INC,33.9369,-118.07271,3.87
WESTERN DIGITAL TECHNOLOGIES INC,37.24737,-121.79465,1343814.0
INFINERA CORP,37.4142,-122.02168,27782.16
SHAW DIVERSIFIED SERVICES INC,33.89249,-118.02903,4.06
HENKEL US OPERATIONS CORP,38.02676,-121.94571,3951.0
BALL SCREWS & ACTUATORS CO. INC.,37.481073,-121.933873,7792.2
MARTIN MARIETTA CA READY MIX - SAN LUIS OBIPSO,35.24403,-120.67297,0.012
PTM & W INDUSTRIES INC.,33.937565,-118.05138,0.0
ASTEELFLASH USA CORP.,37.49326,-121.95137,0.0
HESPERIA PLANT 31,34.425432,-117.295843,17.426723
FLORESTONE LLC,36.99044,-120.10398,91267.0
SEW-EURODRIVE,37.61774,-122.04943,0.0
RHINO LININGS CORP,32.88494,-117.16115,0.0
NEWBASIS LLC,33.98802,-117.35721,110210.06
LA LUMBER TREATING LTD.,34.09655,-117.46582,0.0
MARINE CORPS LOGISTICS BASE BARSTOW YERMO ANNEX,34.8895,-116.8687,104.73
HOLLIDAY ROCK CO - MOUNTAIN VIEW,34.11518,-117.68091,0.012
KING SHOCKS,33.781565,-118.009138,0.0
LOS ANGELES GALVANIZING CO.,33.99562,-118.225501,361284.014
HEADWAY TECHNOLOGIES INC.,37.42683,-121.89209,639736.0
FEDERAL CORRECTIONAL COMPLEX VICTORVILLE,34.56864,-117.34836,3314.0
HOLLIDAY ROCK CO  SUN VALLEY,34.22249,-118.37999,0.099
WATERMAN VALVE,36.250545,-119.118393,9651.3
KAGA (U.S.A.) INC.,33.71133,-117.91276,7374.0
CUSTOM MARBLE & ONYX,37.60534,-120.99196,2997.0
ALPHA/DYNO NOBEL,38.94575,-121.34956,1514.0
HYDRANAUTICS,33.21168,-117.35445,2178997.0
PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),33.791498,-118.239066,1250.0
CALPORTLAND CO ALAMEDA PLANT,34.012862,-118.236808,35.1
DESIGNER MOLECULES INC,32.9014,-117.10942,31196.0
BRENNTAG PACIFIC INC.,37.920545,-122.373468,500.0
NEWLIGHT TECHNOLOGIES INC,33.7523,-118.03786,256.2
ROBERTSON'S READY MIX,33.928101,-116.983311,62.078577
GRANITE ROCK CO SANTA CRUZ CON,36.98347,-122.03236,58.15091
CERTIFIED ALLOY PRODUCTS INC,33.81568,-118.16763,1232153.5299999998
VALVOLINE,33.9538,-118.0618,0.0
DAVIS WIRE CORP,34.113297,-117.936214,6822.68
TELEDYNE  INSTRUMENTS INC. DBA TELEDYNE RD INSTRUMENTS,32.94001,-117.02896,457.0
AEROFIT LLC,33.857014,-117.898022,73.0
JAMES HARDIE BUILDING PRODUCTS FONTANA,34.05554,-117.46689,481.69
TELEDYNE INSTRUMENTS INC DBA TELEDYNE IMPULSE,32.90299,-117.11389,183.0
HOLLIDAY ROCK CO - ADELANTO,34.558178,-117.386169,0.106
MARTIS VALLEY PLANT,39.332371,-120.123744,0.122
CALPORTLAND TRACY RMC,37.69172,-121.41743,0.0
SURFACE TREATMENT & INSPECTION (ST&I) INC.,33.89319,-118.16811,23310.0
KAVLICO/SENSATA,34.198955,-118.928525,16.0
VALMONT COATINGS CALWEST GALVANIZING,33.83921,-118.23028,11941.0
ACE CLEARWATER ENTERPRISES INC,33.90532,-118.16888,10.100923
U.S. NAVY SAN CLEMENTE ISLAND,33.022727,-118.588293,7565.6
CONFLUENT MEDICAL TECHNOLOGIES,37.480125,-121.926301,82155.0
NORTHROP GRUMMAN EL SEGUNDO,33.927676,-118.383085,7052.0
U.S. COAST GUARD TRAINING CENTER PETALUMA,38.257252,-122.80118,0.0
FOLEY PRODUCTS CO - NAPA,38.21036,-122.2622,0.043966
FEDERAL BUREAU OF PRISONS FCI HERLONG,40.144065,-120.165165,373.62
GREIF PACKAGING LLC,37.31634,-120.51314,51142.74
NORTHROP GRUMMAN AEROSPACE SYSTEMS,33.897927,-118.378706,10.0
SIERRACIN/SYLMAR CORP,34.30224,-118.46243,2185.82
BAY AREA CIRCUITS INC,37.50669,-121.94623,39.052256
LIGHTING RESOURCES LLC,34.041149,-117.639173,103717.0
CARGILL MEAT SOLUTIONS CORP,36.690584,-119.799807,77431.0
KNAUF INSULATION INC.,40.65766,-122.38862,201582.05000000002
AERO-ELECTRIC CONNECTOR INC.,33.843,-118.32349,67000.0
PACIFIC FORGE INC.,34.06146,-117.52412,21001.0
AMPINE: A DIV OF TIMBER PRODUCTS,38.374826,-120.810427,207.9
CLOROX MANUFACTURING CO,38.28048,-121.970959,111.98
HYDRO EXTRUSION USA LLC,33.99685,-117.909774,0.4424
HENRY FRESNO,36.74167,-119.82205,0.87
MARTIN MARIETTA CALIFORNIA READY-MIX LLC - NIPOMO READY MIX,34.995884,-120.437042,0.012
OLDCASTLE PACIFIC STOCKTON,37.90636,-121.26516,0.471
GOLD BOND BUILDING PRODUCTS  - RICHMOND,37.91803,-122.37299,0.2
ANALOG DEVICES  INC,37.40575,-121.91801,41.272
TSI SEMICONDUCTORS AMERICA LLC,38.77518,-121.31299,27992.92
GEORGE INDUSTRIES,34.05938,-118.1781,212277.0
PACIFIC STAR CHEMICAL LLC,33.957279,-118.062438,5.607
MIRAMAR PLANT 33,32.88395,-117.197,78.069241
OSI ELECTRONICS,33.918863,-118.329593,254.02
DUCOMMUN AEROSTRUCTURE INC.,33.882027,-118.27196,10209.0
RIALTO CONCRETE PRODUCTS INC,34.15236,-117.41636,0.0445
HYDRO-AIRE AEROSPACE CORP.,34.19926,-118.34376,167.1994
MERCOTAC INC,33.12336,-117.27241,13.0
REDLANDS PLANT 3,34.101878,-117.208562,80.93136
MARS PETCARE US INC.,34.49038,-117.28761,0.0
SANTA FE MATERIALS WINTON PLANT,37.4585,-120.596214,0.1
QUIKRETE - SACRAMENTO CA PLANT,38.476309,-121.395637,0.0
DELTA GROUP ELECTRONICS,32.90523,-117.10843,54.8
ROBERTSON'S READY MIX LAKE FOREST PLANT 18,33.68068,-117.67823,17.14712
CEMEX MISSION VALLEY PLANT,32.779865,-117.139961,1.0
CCI INC.,34.10242,-117.80011,0.072
GB MANUFACTURING INC CALIF. ACRYLIC IND. INC. (DBA CAL SPAS),34.051944,-117.727835,39059.05
AIRGAS SPECIALTY PRODUCTS-RIVERSIDE CA,33.9575,-117.446663,111829.5
TELEDYNE DEFENSE ELECTRONICS LLC DBA TELEDYNE REYNOLDS,33.853985,-118.296395,123.2
BLUE DIAMOND GROWERS,37.706857,-121.076588,31816.25
SHULTZ STEEL CO,33.951482,-118.174885,95352.0
CONTINUOUS COATING CORP,33.820964,-117.857249,21797.58
CALIFORNIA PAPERBOARD,37.36341,-121.94325,44.44302
QUIKRETE - CORONA CA PLANT,33.821149,-117.509703,1.0
SECHRIST INDUSTRIES INC,33.85946,-117.82469,1824.0
JCI JONES CHEMICALS INC.,33.84683,-118.30366,1430.0
SANMINA CORP,33.66934,-117.87935,39899.34
DECCO US POSTHARVEST INC,34.13287,-117.99503,0.0
ATLAS GALVANIZING LLC,34.00002,-118.22377,220.6
PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS),35.131467,-118.426938,0.0
WOODLAND WOOD PRESERVERS LTD.,38.69772,-121.74877,0.0
DOLE FRESH VEGETABLES INC,36.454591,-121.355096,0.0
ELECTRO-COATINGS OF CALIFORNIA INC,37.85687,-122.2933,78.0
ESCONDIDO PLANT 36,33.12131,-117.10601,23.12196
WILBUR-ELLIS CO EARLIMART,35.89217,-119.21455,0.0
JG BOSWELL CO OIL MILL,36.090817,-119.558091,20114.58
CEMEX CORONA PLANT,33.7577,-117.48105,0.0
FABRI COTE,33.98565,-118.26241,19022.09
A&A CONCRETE SUPPLY INC CHICO PLANT,39.78215,-121.88718,13.91
CHROME CRAFT,38.517631,-121.377281,611.27
VISTA PAINT CORP,33.85964,-117.89531,1611.37
WESTLAKE ROYAL ROOFING - LATHROP,37.85559,-121.274569,340.0
HOLLIDAY ROCK - CHINO,34.0045,-117.69078,0.055
IRVINE PLANT 21,33.69721,-117.82032,40.244671
TELEDYNE E2V INC.,37.40795,-121.91836,632.0
HUNTSMAN ADVANCED MATERIALS AMERICAS LLC-LA SITE,34.144755,-118.2716,14.7619
PACIFIC SCIENTIFIC ENERGETICS MATERIALS CO CALIFORNIA,36.83765,-121.44991,2178.62
HERBERT MALARKEY ROOFING CO,33.94456,-118.16622,20.3
US NAVY SILVER STRAND TRAINING COMPLEX (SSTC),32.59327,-117.12923,2251.1
AIRGAS SPECIALTY PRODUCTS INC. - HANFORD CA,36.278538,-119.651119,131268.0
MARBLE PALACE,37.946,-121.28525,30.63
RIALTO PLANT 24,34.147153,-117.416432,79.240289
SNAP-ON SPECIALTY TOOLS,33.99899,-117.88205,276.0
CALPORTLAND HANFORD RMC,36.3135,-119.59773,0.0
CERTIS USA,35.59687,-119.33332,0.0
SURVIVAL SYSTEMS INTERNATIONAL INC,33.2734,-116.95368,1574.4
RALPHS GROCERY CO COMPTON,33.87038,-118.23585,17975.5
PARALLEL PRODUCTS OF CALIFORNIA,34.099067,-117.537462,17989.0
SONOCO PROTECTIVE SOLUTIONS INC,37.63328,-122.124967,0.0
